x,xerr,y,yerr
1.25868,0.01762152,131.8425929,0.992171406
1.426504,0.019971056,93.54315491,1.454797816
1.594328,0.022320592,62.62470773,1.833979725
1.67824,0.02349536,55.40623798,1.051296063
1.929976,0.027019664,38.05249706,0.539061989
2.349536,0.032893504,21.62940225,0.477092514
