503.,511.,508.,701.,497.,1239.,514.,500.,498.
497.,504.,505.,504.,504.,501.,499.,497.,505.
503.,505.,502.,500.,498.,503.,500.,509.,496.
504.,500.,723.,501.,496.,571.,501.,739.,498.
507.,503.,700.,503.,632.,503.,504.,506.,497.
790.,501.,501.,506.,503.,505.,510.,503.,499.
495.,505.,510.,505.,505.,823.,509.,505.,499.
502.,502.,556.,617.,501.,508.,508.,744.,498.
525.,653.,510.,559.,502.,501.,576.,507.,498.
497.,500.,500.,504.,510.,499.,502.,500.,501.
499.,501.,726.,1573.,676.,500.,517.,594.,503.
552.,664.,2034.,2847.,923.,535.,503.,501.,506.
1098.,502.,789.,1232.,957.,617.,499.,504.,506.
744.,497.,505.,546.,492.,500.,505.,500.,502.
505.,510.,503.,503.,499.,501.,591.,643.,506.
502.,595.,504.,507.,539.,503.,528.,504.,502.
502.,1222.,505.,833.,504.,496.,501.,507.,504.
503.,499.,528.,533.,502.,501.,505.,505.,504.
502.,505.,502.,505.,502.,500.,503.,600.,506.
499.,514.,495.,504.,503.,502.,502.,503.,509.
500.,504.,498.,512.,505.,502.,503.,555.,503.
500.,499.,506.,501.,504.,500.,500.,494.,503.
499.,501.,515.,503.,501.,504.,498.,569.,502.
505.,505.,505.,501.,534.,504.,504.,506.,508.
511.,503.,502.,508.,504.,511.,497.,510.,809.
503.,573.,503.,507.,506.,505.,501.,507.,500.
499.,504.,644.,498.,498.,500.,501.,500.,501.
502.,501.,521.,508.,506.,499.,508.,497.,500.
516.,505.,630.,498.,499.,506.,508.,550.,506.
505.,502.,504.,503.,509.,915.,506.,526.,496.
512.,511.,504.,501.,505.,505.,500.,504.,503.
496.,499.,503.,678.,502.,507.,504.,507.,509.
498.,500.,508.,501.,511.,499.,506.,502.,498.
503.,504.,505.,506.,502.,498.,501.,504.,501.
760.,500.,501.,503.,506.,511.,502.,500.,505.
497.,495.,505.,502.,499.,623.,573.,503.,504.
500.,514.,505.,503.,506.,503.,539.,511.,507.
691.,630.,503.,512.,505.,502.,502.,509.,514.
497.,505.,525.,502.,502.,502.,495.,505.,504.
509.,502.,504.,504.,505.,500.,503.,512.,504.
501.,509.,502.,505.,501.,506.,501.,505.,503.
499.,494.,501.,498.,605.,501.,508.,504.,496.
500.,501.,497.,497.,503.,502.,503.,502.,502.
496.,496.,499.,514.,742.,540.,502.,507.,506.
507.,509.,503.,503.,498.,505.,505.,500.,506.
498.,507.,501.,498.,499.,502.,505.,511.,504.
498.,501.,501.,503.,503.,506.,524.,499.,587.
508.,502.,503.,507.,502.,505.,501.,509.,502.
501.,510.,507.,502.,500.,506.,925.,502.,500.
504.,508.,500.,497.,501.,501.,511.,503.,501.
501.,498.,497.,506.,503.,504.,499.,500.,508.
544.,505.,502.,502.,502.,502.,506.,502.,688.
505.,544.,499.,643.,506.,500.,497.,502.,498.
506.,498.,505.,502.,501.,501.,519.,500.,503.
503.,505.,499.,501.,507.,505.,505.,501.,500.
562.,505.,498.,500.,505.,557.,507.,505.,872.
501.,507.,505.,559.,559.,500.,496.,504.,502.
507.,504.,521.,503.,500.,507.,557.,505.,508.
501.,532.,502.,502.,500.,495.,500.,503.,501.
494.,519.,502.,506.,498.,515.,525.,499.,506.
510.,500.,496.,786.,503.,502.,507.,502.,502.
499.,501.,748.,1432.,592.,499.,501.,513.,503.
852.,643.,597.,2148.,1028.,695.,508.,504.,499.
979.,503.,612.,717.,586.,530.,504.,506.,494.
500.,504.,502.,506.,663.,499.,497.,872.,504.
500.,504.,509.,539.,617.,581.,504.,508.,498.
504.,504.,504.,501.,507.,504.,506.,503.,502.
551.,500.,717.,502.,505.,502.,503.,503.,747.
506.,504.,501.,501.,502.,503.,506.,498.,503.
501.,502.,505.,503.,510.,554.,556.,503.,499.
499.,500.,508.,508.,505.,503.,508.,508.,500.
510.,505.,566.,504.,503.,503.,496.,510.,502.
507.,508.,503.,505.,505.,510.,510.,808.,508.
499.,499.,504.,498.,503.,503.,499.,501.,743.
509.,559.,500.,507.,501.,508.,503.,502.,505.
503.,500.,503.,495.,501.,559.,507.,504.,523.
500.,507.,504.,508.,505.,629.,506.,504.,505.
496.,497.,497.,504.,502.,504.,510.,506.,503.
503.,502.,499.,506.,498.,502.,504.,500.,506.
503.,500.,504.,501.,502.,508.,509.,504.,528.
505.,497.,499.,503.,506.,507.,502.,511.,507.
502.,501.,503.,500.,500.,507.,504.,507.,1096.
503.,502.,501.,502.,506.,501.,504.,528.,507.
505.,505.,501.,507.,506.,509.,503.,503.,503.
507.,508.,505.,507.,503.,503.,502.,510.,494.
502.,504.,507.,500.,506.,498.,500.,503.,512.
504.,503.,496.,512.,499.,504.,507.,501.,500.
507.,500.,505.,515.,507.,752.,504.,504.,503.
505.,498.,507.,568.,501.,499.,507.,504.,503.
867.,498.,502.,856.,795.,508.,505.,566.,505.
540.,498.,513.,1133.,2404.,497.,498.,496.,501.
788.,512.,500.,766.,876.,717.,535.,498.,505.
577.,500.,618.,508.,894.,500.,505.,678.,507.
502.,505.,507.,504.,499.,507.,508.,502.,609.
507.,495.,542.,499.,504.,503.,508.,502.,499.
495.,505.,502.,502.,510.,796.,506.,607.,506.
507.,500.,508.,503.,497.,508.,500.,506.,506.
504.,503.,503.,508.,503.,491.,508.,512.,504.
503.,502.,499.,510.,509.,503.,502.,499.,499.
497.,506.,506.,498.,563.,931.,505.,498.,505.
505.,532.,505.,494.,504.,511.,499.,500.,507.
502.,561.,507.,503.,775.,505.,499.,499.,504.
607.,502.,502.,509.,494.,507.,506.,507.,504.
497.,505.,510.,544.,499.,500.,497.,502.,502.
503.,500.,518.,501.,556.,504.,507.,576.,504.
504.,698.,503.,506.,497.,504.,503.,503.,498.
504.,499.,508.,497.,499.,505.,503.,503.,500.
500.,505.,498.,630.,496.,502.,521.,501.,510.
504.,498.,511.,501.,502.,500.,532.,499.,506.
505.,501.,498.,552.,503.,504.,514.,504.,500.
497.,502.,506.,557.,506.,498.,500.,506.,503.
502.,527.,500.,531.,504.,501.,501.,500.,503.
498.,654.,501.,843.,1771.,507.,506.,507.,506.
501.,505.,507.,616.,2327.,610.,841.,500.,505.
