"x","y","yerr-","yerr+"
0.,0.13435486815242897,0.04042886083028709,0.04019495600578463
41.04,-0.40932575828464174,0.043274292806628055,0.04366625662340945
82.08,-0.0249569119376698,0.04175793027782993,0.04168566336517214
123.11999999999999,0.5671344068984697,0.0433110201553301,0.04246362718854311
164.16,0.4637770447987589,0.03707474642505019,0.036551936451522125
20.52,-0.23142982143308632,0.04074257307865766,0.04096467322982545
61.559999999999995,-0.4867805346603139,0.04180239671696322,0.042476613330072834
102.6,0.3705551419078677,0.038517492453840126,0.0380603190473675
143.64,0.6070135233503768,0.037798446901939585,0.037115968087226114
179.892,0.15725989051669043,0.03673735385088977,0.03656031558126484
-36.252,0.6941514943254609,0.04059417275870923,0.039702504202019116
-77.292,0.2167398848984654,0.0357636588681463,0.03550901202031884
-118.332,-0.389036391490492,0.034039313466558446,0.034365630948369995
-159.372,-0.3827936546410005,0.03834474026196336,0.03878913612922546
-15.732,0.4261191001421392,0.04040875483799903,0.03975825965943385
-56.772000000000006,0.570758500146173,0.0363432856469412,0.035727845664938
-97.812,-0.16274458305072514,0.04368581216619223,0.043925028964287384
-138.852,-0.6166630846765944,0.03497508244612363,0.035540551658848035
-179.892,0.1428245035442396,0.03877145321445729,0.0385962414524988
