501.,505.,499.,499.,499.,499.,506.,507.,499.
498.,502.,505.,509.,500.,510.,505.,500.,522.
500.,503.,501.,571.,501.,504.,504.,512.,563.
506.,506.,503.,498.,500.,503.,498.,504.,501.
500.,500.,511.,503.,502.,504.,515.,500.,498.
536.,505.,505.,503.,507.,499.,499.,508.,500.
504.,512.,502.,516.,503.,503.,499.,501.,502.
698.,558.,503.,502.,554.,494.,504.,506.,503.
502.,513.,500.,500.,501.,505.,501.,502.,506.
508.,523.,635.,501.,508.,503.,500.,505.,807.
497.,497.,507.,906.,505.,610.,507.,508.,521.
501.,603.,1557.,3508.,927.,502.,507.,526.,506.
842.,505.,502.,1068.,581.,773.,500.,502.,506.
503.,506.,503.,642.,1059.,574.,502.,528.,499.
581.,504.,502.,713.,503.,506.,497.,502.,572.
663.,507.,697.,685.,808.,524.,507.,498.,500.
501.,498.,749.,1243.,512.,543.,527.,507.,495.
603.,500.,659.,1823.,1255.,544.,514.,507.,502.
501.,1013.,612.,549.,1372.,530.,509.,542.,524.
499.,497.,499.,508.,1301.,792.,504.,507.,501.
508.,502.,499.,501.,498.,502.,532.,503.,508.
499.,506.,509.,504.,502.,849.,501.,501.,506.
501.,503.,592.,492.,527.,506.,498.,499.,499.
497.,520.,503.,500.,502.,503.,505.,504.,507.
500.,498.,502.,505.,503.,506.,499.,505.,501.
502.,497.,501.,504.,507.,505.,502.,506.,505.
507.,497.,501.,579.,502.,503.,503.,564.,503.
526.,656.,504.,497.,499.,508.,504.,503.,503.
502.,497.,503.,505.,503.,506.,503.,506.,508.
643.,506.,503.,502.,505.,499.,507.,506.,507.
499.,502.,507.,521.,502.,512.,500.,629.,500.
558.,490.,575.,558.,675.,499.,637.,506.,504.
505.,502.,495.,528.,503.,509.,500.,503.,506.
506.,504.,513.,499.,502.,504.,510.,505.,615.
505.,502.,508.,601.,721.,505.,506.,498.,507.
496.,508.,940.,500.,507.,501.,496.,502.,502.
506.,505.,758.,505.,502.,501.,499.,508.,505.
502.,502.,498.,502.,551.,527.,523.,504.,570.
502.,833.,515.,515.,500.,500.,501.,508.,501.
507.,502.,501.,786.,506.,504.,506.,495.,508.
500.,501.,502.,529.,497.,502.,501.,501.,496.
500.,500.,507.,505.,538.,504.,506.,501.,536.
500.,507.,499.,503.,502.,504.,503.,500.,504.
498.,505.,514.,499.,508.,502.,499.,681.,492.
506.,501.,504.,561.,716.,508.,498.,505.,523.
496.,504.,502.,505.,503.,505.,509.,517.,816.
503.,500.,497.,502.,501.,505.,503.,507.,500.
516.,504.,502.,531.,584.,507.,502.,504.,513.
499.,502.,691.,504.,520.,501.,499.,505.,502.
507.,498.,504.,504.,501.,503.,503.,503.,541.
508.,604.,588.,1736.,525.,563.,504.,502.,506.
503.,505.,1026.,793.,911.,500.,507.,504.,502.
504.,491.,504.,509.,608.,501.,506.,495.,505.
1011.,502.,507.,499.,1078.,949.,530.,508.,501.
511.,500.,521.,506.,499.,510.,504.,497.,502.
500.,499.,503.,502.,597.,505.,504.,502.,538.
506.,505.,917.,2174.,1043.,651.,508.,498.,503.
502.,602.,550.,634.,654.,535.,503.,497.,508.
502.,619.,504.,1170.,855.,505.,569.,507.,503.
505.,497.,507.,503.,507.,497.,640.,505.,505.
500.,534.,502.,521.,500.,517.,504.,704.,498.
509.,496.,602.,504.,621.,534.,501.,504.,504.
499.,505.,839.,505.,501.,514.,503.,505.,500.
499.,498.,504.,568.,497.,503.,506.,499.,505.
500.,499.,504.,496.,722.,500.,502.,504.,506.
501.,502.,506.,501.,590.,503.,510.,503.,502.
501.,499.,506.,501.,506.,502.,508.,499.,502.
500.,503.,498.,504.,502.,505.,515.,502.,500.
501.,503.,500.,495.,503.,501.,504.,507.,511.
499.,660.,501.,537.,619.,505.,508.,522.,495.
541.,503.,504.,500.,502.,494.,506.,505.,509.
505.,503.,504.,688.,504.,496.,662.,500.,506.
498.,504.,502.,500.,501.,501.,503.,500.,747.
508.,506.,510.,522.,718.,506.,502.,498.,517.
708.,506.,503.,505.,536.,503.,506.,503.,512.
498.,498.,494.,504.,507.,503.,503.,495.,504.
504.,506.,501.,505.,501.,502.,500.,504.,508.
507.,506.,502.,505.,508.,504.,501.,548.,495.
501.,499.,502.,506.,502.,502.,499.,505.,507.
504.,496.,502.,504.,503.,507.,724.,498.,510.
498.,502.,507.,505.,497.,502.,505.,501.,506.
499.,499.,506.,506.,508.,509.,504.,506.,504.
503.,502.,502.,503.,500.,506.,497.,499.,503.
508.,497.,502.,525.,508.,503.,506.,569.,505.
506.,503.,507.,502.,503.,501.,505.,917.,499.
501.,561.,504.,506.,495.,618.,498.,510.,516.
504.,502.,509.,508.,715.,495.,504.,921.,505.
500.,585.,526.,498.,508.,506.,505.,505.,501.
507.,505.,582.,497.,504.,507.,507.,503.,507.
503.,501.,505.,504.,566.,604.,505.,499.,504.
498.,493.,506.,1643.,1447.,502.,502.,499.,505.
510.,497.,804.,1642.,731.,496.,599.,505.,513.
505.,492.,614.,731.,535.,505.,501.,504.,500.
503.,499.,649.,964.,822.,690.,780.,501.,499.
501.,498.,524.,557.,499.,498.,560.,499.,507.
498.,531.,505.,1435.,1589.,510.,507.,744.,501.
502.,508.,604.,1316.,2048.,934.,500.,502.,501.
501.,501.,504.,920.,535.,502.,503.,500.,504.
503.,504.,520.,539.,947.,666.,864.,504.,505.
503.,503.,501.,500.,560.,547.,536.,500.,550.
505.,499.,616.,584.,499.,507.,507.,508.,497.
506.,506.,526.,502.,504.,507.,524.,509.,499.
501.,502.,751.,501.,569.,509.,498.,503.,504.
877.,507.,498.,502.,505.,526.,496.,500.,497.
500.,504.,554.,504.,503.,504.,506.,510.,499.
502.,503.,501.,538.,506.,506.,499.,504.,511.
501.,499.,503.,505.,506.,505.,504.,499.,508.
504.,510.,505.,497.,495.,501.,496.,505.,500.
501.,506.,498.,502.,650.,508.,504.,499.,522.
503.,499.,502.,502.,495.,506.,503.,507.,500.
503.,500.,500.,504.,739.,504.,496.,603.,510.
499.,501.,508.,721.,504.,498.,764.,506.,500.
501.,502.,504.,503.,503.,500.,504.,495.,501.
500.,796.,558.,510.,500.,503.,503.,506.,506.
674.,522.,498.,495.,509.,502.,501.,502.,504.
503.,504.,504.,499.,499.,499.,502.,508.,504.
511.,506.,504.,501.,508.,505.,503.,500.,506.
503.,507.,500.,520.,664.,502.,514.,501.,502.
504.,504.,1037.,507.,501.,496.,556.,507.,503.
509.,501.,503.,508.,585.,508.,503.,502.,505.
502.,523.,508.,552.,504.,502.,558.,518.,503.
502.,505.,503.,504.,502.,508.,505.,501.,501.
729.,495.,555.,499.,503.,502.,583.,529.,501.
503.,503.,502.,505.,502.,534.,497.,509.,510.
500.,509.,499.,868.,505.,524.,505.,507.,500.
499.,498.,503.,504.,501.,501.,502.,499.,495.
505.,508.,639.,502.,502.,498.,511.,501.,502.
499.,501.,495.,503.,673.,514.,506.,536.,503.
502.,503.,502.,499.,504.,497.,498.,506.,868.
499.,602.,502.,751.,1246.,505.,506.,505.,537.
650.,537.,506.,672.,1313.,830.,591.,506.,504.
503.,569.,505.,834.,638.,498.,506.,501.,539.
504.,499.,501.,503.,745.,504.,506.,500.,507.
501.,507.,505.,509.,729.,722.,513.,507.,504.
500.,586.,505.,592.,1107.,503.,505.,504.,503.
502.,507.,554.,707.,1679.,571.,589.,506.,500.
500.,512.,529.,695.,1143.,507.,504.,506.,501.
499.,672.,506.,594.,852.,787.,499.,770.,508.
503.,498.,496.,502.,515.,581.,550.,657.,501.
499.,502.,504.,505.,553.,506.,504.,505.,503.
504.,529.,506.,522.,502.,506.,502.,506.,502.
504.,504.,503.,508.,498.,503.,503.,497.,503.
505.,501.,507.,497.,509.,508.,501.,493.,502.
500.,504.,508.,509.,498.,505.,504.,502.,504.
502.,502.,504.,505.,500.,506.,502.,496.,505.
497.,556.,512.,497.,499.,586.,501.,506.,500.
557.,498.,508.,499.,496.,500.,497.,502.,502.
501.,503.,500.,507.,505.,508.,878.,513.,498.
506.,506.,506.,500.,524.,505.,500.,504.,505.
498.,505.,497.,507.,500.,501.,498.,510.,497.
508.,497.,501.,513.,505.,503.,508.,507.,499.
582.,501.,509.,505.,500.,505.,501.,506.,710.
505.,501.,507.,499.,508.,497.,509.,505.,503.
505.,501.,499.,501.,507.,502.,503.,503.,512.
504.,502.,497.,501.,501.,503.,513.,506.,502.
639.,500.,502.,500.,504.,503.,508.,524.,505.
520.,503.,507.,514.,502.,504.,501.,655.,512.
505.,548.,505.,506.,505.,503.,506.,502.,503.
506.,639.,499.,505.,504.,540.,512.,610.,520.
506.,502.,503.,509.,587.,679.,494.,528.,899.
501.,504.,503.,496.,500.,511.,506.,505.,505.
837.,502.,504.,804.,499.,508.,503.,497.,499.
501.,499.,500.,905.,503.,497.,503.,503.,499.
501.,508.,499.,549.,502.,508.,600.,501.,562.
503.,537.,504.,498.,500.,511.,510.,505.,501.
686.,498.,504.,499.,499.,500.,504.,510.,504.
