x,y,yerr
3.296,0.762339323,0.034538038
16.48,0.680630651,0.025247651
32.96,0.598271038,0.034834305
49.44,0.534645193,0.029744802
82.4,0.544098206,0.021620346
115.36,0.426195211,0.023965332
148.32,0.341062899,0.045414873
