x,xerr,y,yerr
1.258686428,0.000351362,0.069718582,0.008075978
1.426511285,0.00039821,0.046329214,0.00683698
1.594336142,0.000445059,0.044129955,0.005179321
1.67824857,0.000468483,0.030580877,0.003547725
1.929985856,0.000538755,0.014046535,0.002187841
2.349547999,0.000655876,0.01405871,0.002306409
