"x","y","yerr-","yerr+"
"P11",0.25175107311093575,0.009299284843733885,0.00951103875142135
"P10",0.1901053113945158,0.008425829955782832,0.008678582389068056
"P01",0.19309311527392484,0.00848125770924441,0.008731468915381388
"P00",0.36505050022062363,0.010847033162254237,0.010949328588200523
