x,xerr,y,yerr
1.258686428,0.000351362,0.00795516,0.003260947
1.426511285,0.00039821,0.010608209,0.001680413
1.594336142,0.000445059,0.008268539,0.001486765
1.67824857,0.000468483,0.005153443,0.000841564
1.929985856,0.000538755,0.006631008,0.000820102
2.349547999,0.000655876,0.004693919,0.000672965
