"x","y","yerr-","yerr+"
0.,0.1768229382503389,0.06394428718636108,0.0644743262136898
41.04,-0.6666072081848542,0.09165079978806588,0.08349664910452113
82.08,-0.25414219029413276,0.07238886277060047,0.0720158175009877
-36.252,0.8377708926495319,0.06332352011661496,0.06407816535760456
-77.292,0.06974628312213732,0.058963208386683036,0.05945098350398951
123.11999999999999,0.7070293238268206,0.0516566357365249,0.05219195722868368
61.559999999999995,-0.5569306867431238,0.08751070272722997,0.08193276317381906
-118.332,-0.6716903246296433,0.09316354540605333,0.0852273982602807
-56.772000000000006,0.6937277131259655,0.055761435962055975,0.056221394917387355
143.64,0.8314548624252789,0.06869622410353278,0.06949505636759598
179.892,0.17970035078076618,0.05771065022533554,0.05850492904445709
-138.852,-0.47678608400824174,0.09260151347993327,0.08795784533520387
-179.892,0.23256914172837018,0.06652149415202521,0.0674934909414436
41.04,-0.6809457541553945,0.0890253845876535,0.08056764092248604
-118.332,-0.6363684263582592,0.09544923808130264,0.08794204353678138
