x,y,yerr-,yerr+
Pupup,0.273309776,0.009846992,0.010053799
Pupdown,0.054816403,0.006845441,0.006952129
Pdownup,0.054816403,0.006845441,0.006952129
Pdowndown,0.251751073,0.009299285,0.009511039
Pupe,0.025200166,0.007911157,0.007900868
Peup,0.025200166,0.007911157,0.007900868
Pdowne,0.13678281,0.00792417,0.007887817
Pedown,0.13678281,0.00792417,0.007887817
Pee,0.041340392,0.004386267,0.004352828
