x,y,yerr
0.084,0.769276702,0.031375944
2.024,0.753566811,0.036649244
5.024,0.712872672,0.040798062
10.024,0.60590864,0.020943683
15.024,0.503814666,0.034987691
20.024,0.385005558,0.049743084
25.024,0.297870647,0.049594299
30.024,0.314604425,0.02986957
35.024,0.219151015,0.031517559
40.024,0.15948989,0.032074807
