x,y,yerr-,yerr+
0,0.816224241,0.02812414,0.027441645
32.48,0.646188335,0.026111843,0.025694418
64.96,0.50119378,0.019567509,0.019300041
97.44,0.420204716,0.020041455,0.019894557
0,0.776017491,0.025204402,0.024547168
