x,y,yerr-,yerr+
0,0.718380379,0.032288088,0.031792025
32.48,0.441061813,0.033424224,0.033244491
64.96,0.26272188,0.019239741,0.019128934
97.44,0.15083233,0.026181394,0.026154619
0,0.778466646,0.026517322,0.025803889
