497.,506.,500.,495.,501.,495.,512.,498.,495.
494.,635.,499.,521.,500.,683.,497.,502.,503.
498.,498.,731.,529.,883.,597.,496.,585.,514.
637.,806.,532.,507.,541.,503.,495.,502.,507.
522.,500.,498.,504.,498.,510.,497.,503.,503.
494.,502.,499.,495.,886.,518.,889.,502.,500.
504.,501.,498.,499.,496.,499.,520.,501.,498.
498.,564.,506.,502.,503.,496.,493.,497.,511.
497.,586.,581.,527.,499.,544.,683.,502.,521.
509.,504.,518.,888.,844.,559.,497.,657.,496.
495.,535.,2412.,2936.,508.,498.,505.,499.,503.
743.,660.,2361.,6978.,1688.,569.,510.,569.,568.
555.,1050.,1474.,2011.,1198.,702.,519.,587.,498.
568.,498.,548.,586.,793.,533.,580.,610.,497.
495.,501.,640.,499.,647.,567.,1026.,500.,494.
499.,505.,931.,1477.,874.,902.,530.,509.,502.
752.,511.,2202.,3421.,1526.,502.,661.,497.,504.
503.,816.,1737.,4918.,1521.,567.,657.,508.,495.
864.,1301.,1379.,943.,962.,501.,498.,575.,503.
499.,499.,738.,805.,586.,785.,499.,497.,506.
498.,516.,734.,511.,711.,893.,1070.,497.,1017.
508.,661.,498.,505.,598.,758.,497.,640.,598.
527.,501.,529.,497.,557.,500.,509.,1054.,536.
498.,497.,500.,529.,497.,500.,577.,578.,503.
502.,503.,695.,502.,860.,641.,519.,499.,618.
505.,500.,571.,502.,499.,503.,883.,550.,503.
746.,498.,602.,731.,500.,501.,501.,553.,504.
617.,497.,526.,497.,496.,822.,502.,502.,518.
498.,501.,503.,790.,495.,498.,503.,499.,502.
504.,496.,495.,495.,634.,497.,501.,501.,963.
499.,499.,506.,502.,503.,503.,499.,498.,502.
502.,501.,505.,496.,563.,537.,539.,627.,503.
500.,494.,504.,509.,577.,504.,498.,499.,502.
495.,500.,506.,871.,502.,507.,636.,1027.,500.
498.,501.,500.,497.,498.,497.,498.,519.,498.
507.,501.,547.,492.,502.,495.,501.,494.,500.
503.,492.,499.,502.,921.,496.,503.,501.,500.
495.,511.,498.,503.,505.,506.,577.,595.,503.
487.,501.,565.,504.,502.,504.,499.,501.,952.
838.,506.,494.,506.,527.,504.,501.,504.,579.
586.,680.,664.,499.,509.,498.,499.,499.,506.
496.,496.,499.,507.,500.,497.,497.,516.,505.
498.,501.,502.,497.,499.,510.,499.,497.,495.
493.,503.,527.,500.,530.,499.,498.,496.,516.
499.,499.,497.,500.,506.,506.,1068.,510.,503.
494.,500.,495.,497.,500.,513.,506.,507.,498.
504.,491.,507.,502.,546.,499.,505.,1264.,619.
494.,499.,500.,496.,560.,572.,500.,731.,509.
499.,604.,739.,505.,501.,499.,500.,576.,498.
519.,494.,506.,505.,500.,538.,559.,510.,495.
501.,501.,497.,536.,728.,512.,505.,497.,504.
494.,548.,498.,855.,506.,505.,496.,498.,504.
912.,494.,499.,501.,502.,986.,1015.,505.,503.
502.,691.,530.,502.,671.,520.,502.,499.,506.
500.,498.,500.,502.,502.,500.,839.,636.,495.
498.,502.,502.,834.,503.,503.,508.,889.,505.
504.,496.,494.,503.,500.,500.,576.,527.,505.
502.,1176.,545.,494.,497.,507.,498.,664.,708.
504.,497.,551.,498.,496.,499.,500.,498.,522.
1087.,504.,499.,500.,505.,497.,498.,501.,505.
501.,759.,586.,501.,1138.,501.,517.,503.,499.
496.,497.,736.,501.,1087.,500.,499.,506.,631.
501.,501.,501.,506.,645.,505.,504.,624.,511.
499.,500.,497.,502.,520.,501.,498.,501.,500.
602.,495.,925.,498.,520.,500.,497.,500.,682.
498.,504.,502.,497.,505.,535.,500.,502.,534.
496.,498.,648.,524.,495.,501.,505.,496.,579.
499.,502.,527.,500.,500.,499.,494.,502.,488.
500.,609.,499.,501.,497.,503.,502.,504.,499.
496.,496.,506.,498.,537.,496.,505.,503.,944.
502.,504.,584.,642.,505.,596.,498.,503.,689.
504.,500.,501.,496.,497.,637.,504.,1114.,501.
501.,504.,501.,496.,1025.,501.,713.,571.,507.
506.,497.,494.,505.,500.,745.,1468.,532.,513.
496.,508.,535.,895.,586.,503.,572.,496.,503.
501.,499.,565.,507.,500.,516.,505.,503.,498.
501.,542.,835.,504.,501.,494.,501.,526.,498.
504.,678.,502.,521.,855.,498.,508.,505.,494.
498.,504.,493.,502.,525.,501.,499.,495.,502.
497.,501.,589.,497.,569.,504.,607.,501.,499.
500.,501.,505.,571.,500.,511.,501.,522.,550.
584.,503.,503.,506.,497.,574.,506.,504.,508.
499.,513.,785.,571.,499.,503.,504.,502.,501.
503.,586.,504.,504.,497.,677.,497.,703.,503.
502.,503.,495.,716.,511.,508.,500.,501.,529.
538.,510.,504.,854.,821.,733.,601.,506.,502.
513.,498.,501.,503.,499.,555.,506.,508.,496.
744.,499.,1062.,709.,722.,533.,503.,498.,499.
502.,683.,608.,499.,592.,642.,584.,499.,502.
519.,549.,984.,1048.,1138.,1334.,499.,523.,549.
500.,663.,904.,7285.,11102.,1138.,525.,498.,506.
498.,594.,718.,1542.,2291.,1516.,932.,813.,503.
792.,497.,1410.,1116.,664.,1123.,873.,500.,515.
496.,563.,787.,515.,497.,555.,873.,512.,596.
494.,506.,1309.,499.,1032.,503.,498.,502.,504.
502.,530.,571.,1053.,1671.,589.,539.,504.,552.
664.,499.,649.,2049.,4504.,1505.,520.,501.,507.
499.,496.,621.,886.,1398.,564.,1153.,501.,503.
499.,619.,919.,499.,501.,602.,500.,502.,497.
498.,505.,508.,502.,505.,533.,644.,504.,501.
505.,510.,515.,501.,504.,537.,638.,512.,501.
550.,608.,494.,541.,500.,501.,503.,902.,514.
516.,497.,491.,503.,530.,501.,545.,502.,497.
536.,499.,507.,533.,551.,500.,501.,576.,500.
781.,502.,501.,500.,499.,497.,520.,501.,503.
498.,523.,501.,495.,504.,498.,728.,517.,500.
499.,499.,501.,502.,504.,573.,497.,500.,499.
679.,792.,503.,504.,504.,496.,495.,494.,497.
525.,497.,496.,495.,497.,562.,507.,502.,507.
747.,495.,499.,645.,532.,500.,504.,501.,513.
504.,500.,634.,504.,506.,498.,505.,500.,967.
503.,499.,503.,526.,504.,500.,503.,501.,562.
606.,491.,605.,606.,500.,517.,504.,503.,502.
499.,497.,499.,519.,530.,509.,507.,612.,495.
502.,507.,495.,543.,501.,594.,498.,501.,606.
501.,521.,505.,501.,577.,502.,494.,682.,501.
501.,512.,502.,502.,594.,507.,498.,502.,505.
720.,499.,502.,500.,1079.,519.,502.,503.,533.
493.,496.,497.,500.,587.,496.,499.,502.,516.
510.,500.,497.,495.,697.,508.,550.,501.,500.
495.,504.,498.,503.,619.,498.,756.,783.,502.
501.,534.,496.,509.,504.,738.,507.,830.,507.
497.,492.,501.,491.,493.,500.,716.,503.,503.
495.,503.,506.,503.,1069.,503.,500.,497.,515.
559.,507.,501.,497.,1238.,496.,504.,514.,549.
501.,550.,504.,1328.,519.,502.,499.,495.,498.
496.,504.,601.,538.,495.,498.,498.,557.,542.
515.,562.,501.,527.,500.,498.,534.,501.,499.
499.,498.,506.,503.,494.,498.,501.,516.,503.
506.,493.,497.,495.,593.,526.,507.,500.,495.
497.,502.,645.,495.,499.,600.,496.,609.,504.
503.,501.,498.,500.,499.,524.,498.,499.,506.
498.,501.,503.,503.,493.,501.,498.,517.,503.
501.,501.,738.,498.,507.,716.,503.,499.,500.
493.,540.,732.,733.,504.,498.,579.,503.,495.
504.,496.,1197.,590.,498.,502.,499.,501.,501.
541.,494.,530.,642.,497.,499.,499.,537.,496.
506.,495.,499.,504.,499.,504.,501.,505.,498.
505.,501.,508.,767.,507.,501.,562.,601.,504.
498.,502.,499.,505.,576.,497.,576.,510.,501.
501.,504.,511.,493.,505.,517.,500.,530.,496.
496.,493.,541.,500.,502.,500.,785.,609.,501.
502.,504.,501.,499.,647.,506.,504.,496.,648.
649.,508.,625.,543.,498.,505.,498.,670.,518.
537.,504.,496.,505.,500.,504.,517.,500.,555.
499.,507.,499.,499.,883.,684.,504.,502.,515.
502.,497.,495.,768.,510.,707.,496.,498.,495.
499.,500.,502.,498.,824.,503.,562.,499.,703.
648.,494.,499.,675.,500.,532.,504.,507.,499.
601.,501.,792.,945.,503.,497.,498.,495.,572.
501.,502.,501.,503.,1237.,507.,508.,503.,849.
588.,501.,502.,503.,505.,551.,501.,501.,506.
551.,500.,504.,502.,509.,501.,494.,501.,498.
604.,498.,494.,499.,506.,665.,544.,493.,719.
500.,515.,498.,506.,501.,581.,497.,500.,514.
502.,498.,500.,504.,502.,500.,498.,502.,508.
501.,499.,595.,496.,789.,590.,507.,493.,518.
493.,504.,502.,615.,506.,533.,495.,504.,498.
673.,502.,496.,570.,503.,732.,500.,592.,502.
507.,502.,734.,501.,542.,492.,498.,501.,504.
1071.,503.,500.,505.,615.,502.,585.,502.,546.
595.,599.,969.,493.,500.,502.,508.,508.,579.
497.,496.,505.,496.,504.,532.,501.,499.,501.
495.,496.,492.,505.,507.,518.,678.,593.,505.
547.,568.,497.,497.,506.,498.,507.,544.,664.
499.,495.,503.,631.,503.,497.,499.,494.,519.
500.,505.,503.,821.,1087.,554.,700.,502.,553.
504.,494.,503.,535.,655.,699.,498.,501.,504.
500.,1006.,576.,593.,2611.,1850.,940.,502.,560.
504.,500.,598.,1002.,4969.,4840.,1021.,645.,563.
801.,506.,499.,1803.,1771.,1157.,1379.,622.,708.
509.,522.,499.,773.,669.,971.,561.,912.,503.
716.,536.,499.,822.,1019.,636.,549.,553.,499.
499.,496.,737.,618.,2073.,581.,571.,503.,603.
505.,618.,1170.,1005.,3539.,5158.,956.,551.,651.
498.,593.,579.,757.,5279.,3768.,1490.,875.,865.
512.,501.,497.,1076.,712.,838.,1143.,503.,496.
506.,496.,533.,501.,1026.,498.,515.,496.,523.
505.,499.,531.,501.,505.,602.,505.,500.,624.
1292.,501.,498.,1090.,497.,496.,503.,498.,718.
533.,501.,584.,928.,506.,505.,850.,501.,506.
490.,501.,502.,578.,545.,512.,708.,503.,522.
500.,945.,496.,502.,543.,504.,772.,503.,502.
500.,501.,506.,497.,498.,978.,576.,498.,500.
743.,503.,499.,494.,497.,499.,507.,500.,503.
505.,503.,503.,497.,575.,499.,491.,503.,501.
572.,492.,502.,499.,500.,503.,505.,504.,501.
511.,658.,534.,655.,497.,506.,501.,502.,504.
500.,495.,591.,502.,513.,499.,498.,502.,712.
497.,500.,497.,547.,519.,617.,497.,601.,817.
501.,496.,503.,552.,510.,501.,502.,501.,498.
499.,507.,715.,496.,509.,505.,506.,499.,495.
496.,505.,498.,502.,517.,503.,578.,500.,504.
506.,497.,496.,503.,506.,898.,555.,678.,501.
662.,508.,500.,497.,501.,759.,684.,507.,786.
813.,500.,497.,577.,516.,581.,506.,496.,498.
501.,498.,505.,506.,496.,507.,539.,504.,498.
501.,492.,576.,597.,502.,501.,627.,496.,502.
502.,498.,498.,499.,754.,506.,499.,501.,501.
496.,499.,502.,530.,498.,515.,544.,558.,730.
498.,499.,503.,600.,504.,499.,502.,497.,876.
538.,629.,498.,500.,560.,502.,501.,505.,507.
596.,499.,494.,504.,760.,535.,498.,501.,500.
502.,792.,500.,498.,504.,726.,499.,518.,941.
496.,499.,502.,508.,498.,544.,524.,576.,500.
580.,504.,502.,521.,508.,511.,496.,523.,503.
498.,509.,492.,825.,879.,757.,503.,1173.,820.
499.,1277.,499.,1253.,1236.,1758.,734.,1105.,491.
495.,503.,596.,838.,2966.,5737.,1034.,573.,500.
500.,504.,501.,600.,759.,1540.,1161.,540.,500.
531.,495.,570.,499.,544.,1059.,1000.,527.,502.
504.,498.,637.,507.,646.,532.,1261.,503.,715.
520.,507.,501.,508.,918.,1466.,584.,503.,658.
533.,498.,493.,1760.,2904.,4864.,2117.,1795.,1176.
598.,505.,757.,1240.,1241.,7143.,2769.,1057.,497.
581.,900.,499.,567.,938.,996.,512.,511.,531.
497.,556.,506.,501.,523.,1089.,524.,500.,501.
497.,777.,494.,511.,505.,511.,617.,612.,501.
501.,604.,496.,518.,687.,563.,607.,496.,515.
496.,511.,496.,688.,502.,573.,872.,513.,499.
