x,y,yerr-,yerr+
Pbar11,0.251751073,0.009299285,0.009511039
Pbar10,0.191599213,0.01047151,0.010514264
Pbar01,0.191599213,0.01047151,0.010514264
Pbar00,0.3650505,0.019145448,0.019228126
